Ville,Nombre d'habitants,Type d'agglomeration
Bousies,1766,Village
Cambes,1766,Village
Eppeville,1766,Village
Saint-Antoine-du-Rocher,1766,Village
Tilly-sur-Seulles,1766,Village
Alignan-du-Vent,1764,Village
Les Grandes-Ventes,1764,Village
Porspoder,1764,Village
Port-des-Barques,1764,Village
Saint-Victurnien,1764,Village
Andlau,1763,Village
Oberhaslach,1763,Village
Marigny-le-Châtel,1761,Village
Mouazé,1761,Village
Riscle,1761,Village
Mons,1760,Village
Roaillan,1760,Village
Saint-Romain-de-Benet,1760,Village
Valframbert,1760,Village
Amanlis,1759,Village
Les Trois Lacs,1759,Village
Sainte-Radegonde,1759,Village
Yvré-le-Pôlin,1759,Village
Essars,1758,Village
Plauzat,1758,Village
Saint-Rémy-en-Rollat,1758,Village
Grillon,1757,Village
La Bourboule,1757,Village
Spézet,1757,Village
Marnes-la-Coquette,1756,Village
Villeneuve-de-Rivière,1756,Village
Marigny-les-Usages,1755,Village
Reugny,1755,Village
Saint-Jean-de-Marsacq,1755,Village
Saint-Morillon,1755,Village
Salies-du-Salat,1755,Village
Beaulieu-lès-Loches,1754,Village
Bizanet,1754,Village
Félines,1754,Village
Le Monastier-sur-Gazeille,1754,Village
Schwindratzheim,1754,Village
Senillé-Saint-Sauveur,1754,Village
Ambillou,1753,Village
Champdeniers,1753,Village
Saint-Rémy-sur-Durolle,1753,Village
Villers-Écalles,1753,Village
Amblainville,1752,Village
Avize,1752,Village
Saint-Amant-Tallende,1752,Village
Sainte-Maure,1752,Village
Valravillon,1752,Village
Creysse,1751,Village
Cuinchy,1751,Village
Ferques,1751,Village
Fressines,1751,Village
Glageon,1751,Village
Monthyon,1751,Village
Saint-Mesmin,1750,Village
Saint-Valérien,1750,Village
Venoy,1750,Village
Saint-Pons-de-Thomières,1749,Village
Canisy,1748,Village
La Grigonnais,1748,Village
Igoville,1747,Village
Pithiviers-le-Vieil,1747,Village
Saint-Ouen-du-Tilleul,1747,Village
Urzy,1747,Village
Conches-sur-Gondoire,1746,Village
Distré,1746,Village
Lasseube,1746,Village
Saint-Désir,1746,Village
Lyaud,1745,Village
Orval,1745,Village
Burnhaupt-le-Haut,1744,Village
Lantic,1744,Village
Plouguiel,1744,Village
Chavenay,1743,Village
Gençay,1743,Village
Miribel-les-Échelles,1743,Village
Montéléger,1743,Village
Nortkerque,1743,Village
Tuffalun,1743,Village
Beaumont-Louestault,1742,Village
Locmaria-Grand-Champ,1742,Village
Saint-Jacut-les-Pins,1742,Village
Saint-Jean-de-Fos,1742,Village
Joyeuse,1741,Village
Saint-Aubin-des-Châteaux,1741,Village
Seingbouse,1741,Village
Availles-en-Châtellerault,1740,Village
Bray-Saint-Aignan,1740,Village
Châteaumeillant,1740,Village
Doix lès Fontaines,1740,Village
Sainte-Anastasie,1740,Village
Sorel-Moussel,1740,Village
Nordhouse,1739,Village
Pontfaverger-Moronvilliers,1739,Village
Rumegies,1739,Village
La Trinité-Surzur,1738,Village
Ménilles,1738,Village
Saméon,1738,Village
Tocane-Saint-Apre,1738,Village
Helfaut,1737,Village
Les Monts d'Andaine,1737,Village
Lorry-lès-Metz,1737,Village
Simandre,1737,Village
Comps,1736,Village
L'Ajoupa-Bouillon,1736,Village
Lapte,1736,Village
Saint-Sernin-du-Bois,1736,Village
Souvigny,1736,Village
Saint-Sauveur,1735,Village
Saint-Vaury,1735,Village
Boisgervilly,1734,Village
Erbrée,1734,Village
Saint-Gaultier,1734,Village
Fons,1733,Village
Vezins,1733,Village
Le Bourgneuf-la-Forêt,1732,Village
Chamagnieu,1731,Village
Chauriat,1731,Village
Eygalières,1730,Village
Gilley,1730,Village
Terre-de-Bancalié,1730,Village
Iracoubo,1729,Village
Huisseau-sur-Mauves,1728,Village
Krautergersheim,1728,Village
Moustoir-Ac,1728,Village
Neussargues en Pinatelle,1728,Village
Saint Martin de l'If,1728,Village
Cublac,1727,Village
Saint-Sauveur-d'Aunis,1727,Village
Toulaud,1727,Village
Violès,1727,Village
Cubnezais,1726,Village
Angervilliers,1725,Village
Goudelin,1725,Village
Lézigneux,1725,Village
Priay,1725,Village
Flavigny-sur-Moselle,1724,Village
Ingrandes,1724,Village
Marcillac-Vallon,1724,Village
Saint-Étienne-de-Mer-Morte,1724,Village
Saint-Jean-d'Arvey,1724,Village
Duppigheim,1723,Village
Livré-sur-Changeon,1723,Village
Marcigny,1723,Village
Moncheaux,1723,Village
Pargny-sur-Saulx,1723,Village
Sainte-Euphémie,1723,Village
Eguisheim,1722,Village
Saint-Perdon,1722,Village
Barbâtre,1721,Village
Plouasne,1721,Village
Romenay,1721,Village
Saint-Georges-de-Pointindoux,1721,Village
Aubry-du-Hainaut,1720,Village
Cenon-sur-Vienne,1720,Village
Château-la-Vallière,1720,Village
Henrichemont,1720,Village
Neuvéglise-sur-Truyère,1720,Village
Orgueil,1720,Village
Tracy-le-Mont,1720,Village
Briennon,1719,Village
Cantin,1719,Village
Châtenois,1719,Village
Chavigny,1719,Village
Fresse-sur-Moselle,1719,Village
Châtel-sur-Moselle,1718,Village
Le Theil-de-Bretagne,1718,Village
Saint-Bonnet-les-Oules,1718,Village
Cambes-en-Plaine,1717,Village
Montrozier,1717,Village
Saint-Vérand,1717,Village
Le Castelet,1716,Village
Wœrth,1716,Village
Benon,1715,Village
Bonnes,1715,Village
Surbourg,1715,Village
Frenelles-en-Vexin,1714,Village
Guipel,1714,Village
Marcilly-sur-Tille,1713,Village
Obermodern-Zutzendorf,1713,Village
Chanonat,1712,Village
Corbreuse,1712,Village
Espéraza,1712,Village
La Palme,1712,Village
Vergt,1712,Village
La Chapelle-d'Aligné,1711,Village
Saint-Erme-Outre-et-Ramecourt,1711,Village
Cabrières,1710,Village
Fontenay-sur-Loing,1710,Village
Saint-Béron,1710,Village
Flize,1708,Village
Langonnet,1708,Village
La Motte-d'Aveillans,1707,Village
Quintenas,1707,Village
Ressons-sur-Matz,1707,Village
Charleval,1706,Village
La Clusaz,1706,Village
Lautrec,1706,Village
Saint-Germer-de-Fly,1706,Village
Ammerschwihr,1705,Village
Chéroy,1705,Village
Les Ancizes-Comps,1705,Village
Magnac-Laval,1705,Village
Mareil-sur-Mauldre,1705,Village
Messigny-et-Vantoux,1705,Village
Châteauneuf-d'Ille-et-Vilaine,1704,Village
Matignon,1704,Village
Saint-Chinian,1704,Village
Blavozy,1703,Village
Tauxigny-Saint-Bauld,1703,Village
Baguer-Morvan,1702,Village
Camphin-en-Carembault,1702,Village
Gurgy,1702,Village
Oucques La Nouvelle,1702,Village
Saint-Léonard,1702,Village
Cellieu,1701,Village
Connaux,1701,Village
Nanteuil,1701,Village
Crespières,1700,Village
Ortaffa,1700,Village
Saint-Vaast-la-Hougue,1700,Village
Valambray,1700,Village
Arzal,1699,Village
Castine-en-Plaine,1699,Village
Fontaine-la-Guyon,1699,Village
Lachapelle-sous-Aubenas,1699,Village
Routot,1699,Village
Aubers,1698,Village
Bouleurs,1698,Village
La Trinité-sur-Mer,1698,Village
Maisnil-lès-Ruitz,1698,Village
Cercy-la-Tour,1697,Village
Corbarieu,1697,Village
Reillanne,1697,Village
Saint-Pierre-de-Bœuf,1697,Village
Vourey,1697,Village
Bréhand,1696,Village
Hangenbieten,1696,Village
Poncin,1696,Village
Thénac,1696,Village
Attainville,1695,Village
Saint-Nizier-sous-Charlieu,1695,Village
Corneilhan,1694,Village
Magenta,1694,Village
Saugues,1694,Village
Jumièges,1693,Village
Aigné,1692,Village
Claret,1692,Village
Pocé-sur-Cisse,1692,Village
Villemeux-sur-Eure,1692,Village
Sermaises,1691,Village
Vercel-Villedieu-le-Camp,1691,Village
Domarin,1690,Village
Houlgate,1689,Village
Chiché,1688,Village
Choisy,1688,Village
Saint-Aubin-le-Cloud,1688,Village
Saint-Florent,1688,Village
Trévé,1688,Village
Viry-Noureuil,1688,Village
Chonas-l'Amballan,1687,Village
Saint-Julien-en-Born,1687,Village
Écourt-Saint-Quentin,1686,Village
Marbache,1685,Village
Olonzac,1684,Village
Oytier-Saint-Oblas,1684,Village
Saulzoir,1684,Village
Aiton,1683,Village
Juvigny les Vallées,1683,Village
Mouen,1683,Village
Pamproux,1683,Village
Bazemont,1682,Village
Lit-et-Mixe,1682,Village
Mansle,1681,Village
Saint-Just-d'Ardèche,1681,Village
Viriville,1681,Village
Saint-Prouant,1680,Village
Castillon-du-Gard,1679,Village
Châtillon-sur-Cher,1679,Village
Hornoy-le-Bourg,1679,Village
Aveizieux,1678,Village
Mélisey,1678,Village
Wattwiller,1678,Village
Diebling,1677,Village
Saint-Médard-de-Mussidan,1677,Village
Boutigny-Prouais,1676,Village
Saint-Geniès-de-Fontedit,1676,Village
Vasles,1676,Village
Virazeil,1676,Village
Cousances-les-Forges,1675,Village
Féchain,1675,Village
Saint-Jans-Cappel,1675,Village
Saint-Martin-du-Vivier,1675,Village
Acquigny,1674,Village
Castagniers,1674,Village
Martignat,1674,Village
Saint-Laurent-sur-Saône,1674,Village
Tanneron,1674,Village
Uchaux,1674,Village
Cussac-sur-Loire,1673,Village
Fénay,1673,Village
Pontenx-les-Forges,1673,Village
Seebach,1673,Village
Soussans,1673,Village
Vigy,1673,Village
Le Lardin-Saint-Lazare,1672,Village
Ousse,1672,Village
Rougiers,1672,Village
Balagny-sur-Thérain,1671,Village
Bruille-Saint-Amand,1671,Village
Noaillan,1671,Village
Rochegude,1671,Village
Sainte-Marie-Kerque,1671,Village
Aspiran,1670,Village
Béville-le-Comte,1670,Village
Bourghelles,1670,Village
Cazaubon,1670,Village
Kintzheim,1670,Village
Lusigny,1670,Village
Ferrières-en-Bray,1669,Village
La Monnerie-le-Montel,1669,Village
Niederhausbergen,1669,Village
Val-d'Oire-et-Gartempe,1669,Village
Pinon,1668,Village
Rogerville,1668,Village
Saint-Martin-du-Fouilloux,1668,Village
Tuffé Val de la Chéronne,1668,Village
Arnières-sur-Iton,1667,Village
Falleron,1667,Village
Loyat,1667,Village
Saint-Urbain,1667,Village
Authie,1666,Village
Congénies,1666,Village
Gordes,1666,Village
Mont-Saxonnex,1666,Village
La Mothe-Saint-Héray,1665,Village
Montierchaume,1665,Village
Querrien,1665,Village
Saint-Brice-sur-Vienne,1665,Village
Saint-Ours,1665,Village
Châtillon-en-Vendelais,1664,Village
Fontenay,1664,Village
La Francheville,1664,Village
Lièpvre,1664,Village
Neuvic,1664,Village
Saint-Privat,1664,Village
Thoissey,1664,Village
Blausasc,1663,Village
Le Teilleul,1663,Village
Chaudon,1662,Village
Labeuvrière,1662,Village
Steenbecque,1662,Village
Stutzheim-Offenheim,1662,Village
Les Loges-en-Josas,1661,Village
Riez,1661,Village
Saint-Jean-de-Soudain,1661,Village
Saint-Just-la-Pendue,1661,Village
Dingé,1660,Village
Flavy-le-Martel,1660,Village
Origny-Sainte-Benoite,1660,Village
Ostheim,1660,Village
Allonne,1659,Village
Coux,1659,Village
Saint-Martin-de-Hinx,1659,Village
Méré,1658,Village
Saint-Jouvent,1658,Village
Villegailhenc,1658,Village
Écouves,1656,Village
La Bégude-de-Mazenc,1656,Village
Bonnac-la-Côte,1655,Village
Charmes,1655,Village
Épron,1655,Village
Mours,1655,Village
Boulogne-sur-Gesse,1654,Village
Sermérieu,1654,Village
Bodilis,1653,Village
Chenoise-Cucharmoy,1653,Village
Lauzerville,1653,Village
Richelieu,1653,Village
Sévérac,1653,Village
Westhoffen,1653,Village
Cendras,1652,Village
Chanteau,1652,Village
La Bastide-des-Jourdans,1652,Village
Châteauneuf,1651,Village
Lédenon,1651,Village
Neuvy-Saint-Sépulchre,1651,Village
Sion-les-Mines,1651,Village
Bois-d'Amont,1650,Village
Gresswiller,1650,Village
Saint-Jean-sur-Mayenne,1650,Village
Saint-Paterne-Racan,1650,Village
Uffholtz,1650,Village
Saint-Nicolas-de-la-Taille,1649,Village
Ver-sur-Mer,1648,Village
Châlus,1647,Village
Coulans-sur-Gée,1647,Village
Fargues,1647,Village
Loisin,1647,Village
Plaine-Haute,1647,Village
Saint-Rémy-l'Honoré,1647,Village
Arthaz-Pont-Notre-Dame,1646,Village
Blacé,1646,Village
Celles-sur-Durolle,1646,Village
La Houssaye-en-Brie,1646,Village
Landser,1646,Village
Taulignan,1645,Village
Voulx,1645,Village
Vulbens,1645,Village
Éterville,1644,Village
Euville,1644,Village
L'Épine,1644,Village
Saint-Loup-Géanges,1644,Village
Assieu,1643,Village
Bretagne-de-Marsan,1643,Village
Créhen,1643,Village
Ménétrol,1643,Village
Valros,1643,Village
Aiglemont,1642,Village
Harbonnières,1642,Village
Herzeele,1642,Village
Lagorce,1642,Village
Saint-Sulpice-sur-Risle,1642,Village
Four,1641,Village
Saint-Mamert-du-Gard,1641,Village
Cazilhac,1640,Village
Illies,1640,Village
Laroque,1640,Village
Saussan,1640,Village
La Clayette,1639,Village
Licques,1639,Village
Saint-Samson-sur-Rance,1639,Village
Volonne,1639,Village
Beaupuy,1638,Village
Eslettes,1638,Village
Lagnes,1638,Village
Martel,1638,Village
Baugy,1637,Village
Pont-de-Veyle,1637,Village
Vieux-Boucau-les-Bains,1637,Village
L'Isle-en-Dodon,1636,Village
Renwez,1636,Village
Romagnieu,1636,Village
Colombe,1635,Village
Losne,1635,Village
Plestan,1635,Village
Yèvres,1635,Village
Champlitte,1634,Village
Épervans,1634,Village
Les Peintures,1634,Village
Pontvallain,1634,Village
Saint-Étienne-de-Chigny,1634,Village
Saint-Pierre-des-Fleurs,1634,Village
Trévol,1634,Village
Bouzigues,1633,Village
Chappes,1632,Village
Neuilly-sous-Clermont,1632,Village
Pompignan,1632,Village
Pont-de-Salars,1632,Village
Vue,1632,Village
Ydes,1632,Village
Esquerdes,1631,Village
Flines-lès-Mortagne,1630,Village
Gontaud-de-Nogaret,1630,Village
Montescot,1630,Village
Montournais,1630,Village
Rouffignac-Saint-Cernin-de-Reilhac,1630,Village
Balan,1629,Village
Cauvigny,1629,Village
Fouquereuil,1629,Village
Larche,1629,Village
Nangy,1629,Village
Nieul,1629,Village
Villeneuve-lès-Bouloc,1629,Village
Arches,1628,Village
Beaulon,1628,Village
Chaillevette,1628,Village
Chasné-sur-Illet,1628,Village
La Verdière,1628,Village
Niévroz,1627,Village
Plainfaing,1627,Village
Esches,1626,Village
Grenay,1626,Village
Bueil,1625,Village
Dieupentale,1625,Village
Lavit,1625,Village
Wavrechain-sous-Denain,1624,Village
Digosville,1623,Village
Châtillon-la-Palud,1622,Village
Lasserre-Pradère,1622,Village
Molac,1622,Village
Moosch,1622,Village
Void-Vacon,1621,Village
Art-sur-Meurthe,1620,Village
Dreuil-lès-Amiens,1620,Village
Gaël,1620,Village
Plouezoc'h,1620,Village
Castelnau-de-Lévis,1619,Village
Saint-Mariens,1619,Village
Saint-Romain-de-Popey,1619,Village
Lachapelle-aux-Pots,1618,Village
Randan,1618,Village
Soings-en-Sologne,1618,Village
Barjac,1616,Village
Berthecourt,1616,Village
Ouges,1616,Village
Pujaudran,1616,Village
Saint-Malô-du-Bois,1616,Village
Avignonet-Lauragais,1615,Village
Saint-Paul-sur-Save,1615,Village
Arc-et-Senans,1614,Village
Cunac,1614,Village
Menetou-Salon,1614,Village
Enquin-lez-Guinegatte,1613,Village
Marigné-Laillé,1613,Village
Reignac,1613,Village
Thorigné-sur-Dué,1613,Village
Ruminghem,1612,Village
Les Ormes,1611,Village
Nommay,1611,Village
La Capelle-lès-Boulogne,1610,Village
Plouguernével,1610,Village
Sabran,1610,Village
Saint-Germain-Laval,1610,Village
Le Trévoux,1608,Village
Montescourt-Lizerolles,1608,Village
Bagneaux-sur-Loing,1607,Village
Étalans,1607,Village
Nostang,1607,Village
Pouilly-sur-Loire,1607,Village
Ercuis,1606,Village
Guîtres,1606,Village
La Marne,1606,Village
Pernes,1606,Village
Saint-Georges-de-Luzençon,1606,Village
Vinneuf,1606,Village
Bantzenheim,1605,Village
Martin-Église,1605,Village
Navenne,1605,Village
Rohan,1605,Village
Saint-Marc-le-Blanc,1605,Village
Sermaise,1605,Village
Belleneuve,1604,Village
Blainville-sur-Mer,1604,Village
Cinqueux,1604,Village
Lauwin-Planque,1604,Village
Lévis-Saint-Nom,1604,Village
Nantiat,1604,Village
Orgelet,1604,Village
Saint-Estèphe,1604,Village
Vic-sur-Aisne,1604,Village
Argences en Aubrac,1602,Village
Brando,1602,Village
Fréhel,1602,Village
Saint-Étienne-sur-Chalaronne,1602,Village
Caunes-Minervois,1601,Village
Maché,1601,Village
Mareuil-sur-Ourcq,1601,Village
Sorges et Ligueux en Périgord,1601,Village
Cirey-sur-Vezouze,1600,Village
L'Honor-de-Cos,1600,Village
Montpezat-de-Quercy,1600,Village
Saint-Germain-de-Prinçay,1600,Village
Saint-Jean-de-Niost,1600,Village
Saint-Laurent-du-Pape,1600,Village
Saint-Léger-sur-Dheune,1600,Village
Cauville-sur-Mer,1599,Village
Fellering,1599,Village
Villaudric,1599,Village
Westhouse,1599,Village
Diemeringen,1598,Village
Gilette,1598,Village
Monségur,1598,Village
Rohrwiller,1598,Village
Alizay,1597,Village
Bailleau-le-Pin,1597,Village
Challex,1597,Village
Laroque-Timbaut,1597,Village
Montbronn,1597,Village
Nousty,1596,Village
Tollevast,1596,Village
Aigre,1595,Village
Beauvallon,1595,Village
Colleret,1595,Village
Écuisses,1595,Village
Valady,1595,Village
Lucinges,1594,Village
Marcilly-sur-Eure,1594,Village
Neuville-Saint-Vaast,1594,Village
Lunery,1593,Village
Zuydcoote,1593,Village
Alzonne,1592,Village
Ahuy,1591,Village
Montferrat,1591,Village
Plémy,1591,Village
Beaumont-sur-Lèze,1590,Village
Chazey-sur-Ain,1590,Village
Grignan,1590,Village
Gensac-la-Pallue,1589,Village
La Vôge-les-Bains,1589,Village
Lorgies,1589,Village
Montcy-Notre-Dame,1589,Village
Périgneux,1589,Village
Sacy-le-Grand,1589,Village
Val-d'Isère,1589,Village
Cuisery,1588,Village
Gardonne,1588,Village
Saint-Julien-Mont-Denis,1588,Village
Sainte-Cécile,1588,Village
Val de Louyre et Caudeau,1588,Village
Auzielle,1587,Village
Eyraud-Crempse-Maurens,1587,Village
Conques-en-Rouergue,1586,Village
Francheleins,1586,Village
Sassenay,1586,Village
Bilieu,1585,Village
Champigny,1585,Village
Peyrestortes,1585,Village
Cuvat,1584,Village
Dampierre-les-Bois,1584,Village
Larringes,1584,Village
Le Bousquet-d'Orb,1584,Village
Mortagne-du-Nord,1584,Village
Pezens,1584,Village
Saint-Vincent-sur-Oust,1584,Village
Soumoulou,1584,Village
Vougy,1584,Village
Saint-Paul-de-Varax,1583,Village
Lancieux,1582,Village
Ploulec'h,1581,Village
Québriac,1581,Village
Tiffauges,1581,Village
Wingen-sur-Moder,1581,Village
Battenheim,1580,Village
Brouilla,1580,Village
Caden,1580,Village
Équemauville,1580,Village
Erre,1580,Village
Labry,1580,Village
Saint-Jean-d'Aulps,1580,Village
Sonchamp,1580,Village
Pomarez,1579,Village
La Roche-des-Arnauds,1578,Village
Saint-Crépin-Ibouvillers,1578,Village
Munchhouse,1577,Village
Noirétable,1577,Village
Champs-sur-Yonne,1576,Village
Le Bas Ségala,1576,Village
Mareau-aux-Prés,1576,Village
Montfaucon,1576,Village
Sainte-Marie-des-Champs,1576,Village
Solignac,1576,Village
Tôtes,1576,Village
Chazelles,1575,Village
Roisel,1575,Village
Saint-Hilaire-de-la-Côte,1575,Village
Soucy,1575,Village
Châteauvillain,1573,Village
La Roche-Vineuse,1573,Village
La Sauve,1573,Village
Lacrouzette,1573,Village
Largentière,1573,Village
Bézu-Saint-Éloi,1572,Village
Chèvremont,1572,Village
Saint-Divy,1572,Village
Donzy,1571,Village
Exireuil,1571,Village
Jonquerettes,1571,Village
Les Monts du Roumois,1571,Village
Saint-Hilaire,1571,Village
Saint-Paul,1571,Village
Pourcieux,1570,Village
Chevannes,1569,Village
La Roche-Posay,1569,Village
Le Pin,1569,Village
Saugnac-et-Cambran,1569,Village
Barberey-Saint-Sulpice,1568,Village
Denicé,1568,Village
Gouzon,1568,Village
Moutiers,1568,Village
Bosc-le-Hard,1567,Village
Harly,1567,Village
Lézignan-la-Cèbe,1567,Village
Arnèke,1566,Village
Coron,1566,Village
Plombières-les-Bains,1566,Village
Pont-Croix,1566,Village
Vigneulles-lès-Hattonchâtel,1566,Village
Amou,1565,Village
Aunay-sous-Auneau,1565,Village
Beaufou,1565,Village
Crusnes,1565,Village
Fontenay-le-Vicomte,1565,Village
Richebourg,1565,Village
Montguyon,1564,Village
Sentheim,1564,Village
Chaussin,1563,Village
Luray,1563,Village
Saint-Aubert,1563,Village
Tart,1563,Village
Villeneuve,1562,Village
Béruges,1561,Village
Chabanais,1561,Village
Épaignes,1561,Village
Saint-Martin-de-Nigelles,1561,Village
Goincourt,1560,Village
Savigny-en-Véron,1560,Village
Anstaing,1559,Village
Badonviller,1559,Village
Figari,1559,Village
Saint-Hilaire-lez-Cambrai,1559,Village
Brasles,1558,Village
Cours-de-Pile,1558,Village
Creissels,1558,Village
Lamasquère,1558,Village
Malay-le-Grand,1558,Village
Montbartier,1558,Village
Saint-Jean-Lasseille,1558,Village
Villetelle,1558,Village
Leudeville,1557,Village
Perrecy-les-Forges,1557,Village
Corbeilles,1556,Village
Enval,1556,Village
Sotta,1556,Village
Saint-Nicolas-du-Pélem,1555,Village
Vœuil-et-Giget,1555,Village
Cazilhac,1554,Village
Flancourt-Crescy-en-Roumois,1554,Village
Montgivray,1554,Village
Saint-Vincent-sur-Graon,1554,Village
Cormeray,1553,Village
Saint-Éloy-de-Gy,1553,Village
Trangé,1553,Village
Andres,1552,Village
Blonville-sur-Mer,1552,Village
La Ferrière-aux-Étangs,1552,Village
Ottrott,1552,Village
Saint-Gildas-de-Rhuys,1552,Village
Lembach,1551,Village
Rully,1551,Village
Civrieux-d'Azergues,1550,Village
Longpré-les-Corps-Saints,1550,Village
Étriché,1548,Village
La Meilleraye-de-Bretagne,1548,Village
Les Premiers Sapins,1548,Village
Sainte-Colombe-en-Bruilhois,1548,Village
Suèvres,1548,Village
Vendeville,1548,Village
Beauregard-l'Évêque,1547,Village
Cuzieu,1547,Village
Felletin,1547,Village
Cernay-la-Ville,1546,Village
Le Vigan,1546,Village
Saint-Mamet-la-Salvetat,1546,Village
Aureille,1545,Village
Berné,1545,Village
Locmariaquer,1545,Village
Saint-Denis-d'Anjou,1545,Village
Auchy-lès-Hesdin,1544,Village
Le Breil-sur-Mérize,1544,Village
Luant,1544,Village
Waldighofen,1544,Village
Calonne-sur-la-Lys,1543,Village
Dannemarie-sur-Crète,1543,Village
Grayan-et-l'Hôpital,1543,Village
Jussey,1543,Village
Plurien,1543,Village
Saint-Épain,1543,Village
Saint-Sauveur-des-Landes,1543,Village
Saubrigues,1543,Village
Rieux,1542,Village
Daix,1541,Village
Laguenne-sur-Avalouze,1541,Village
Mansigné,1541,Village
Massongy,1540,Village
Rochetaillée-sur-Saône,1540,Village
Saint-Maurice-Montcouronne,1540,Village
Zegerscappel,1540,Village
Charny,1539,Village
Saint-Jean-du-Pin,1539,Village
Mesnard-la-Barotière,1538,Village
Saint-Cyprien,1538,Village
Villers-la-Montagne,1538,Village
Willerwald,1538,Village
Bulgnéville,1537,Village
Jons,1537,Village
Pouilly-en-Auxois,1537,Village
La Celle,1536,Village
La Chevallerais,1536,Village
La Villedieu-du-Clain,1536,Village
Le Tholy,1536,Village
Meursac,1536,Village
Roumare,1536,Village
Saint-Martin-de-Boscherville,1536,Village
Saint-Paul-des-Landes,1536,Village
Savasse,1536,Village
Val-de-Virieu,1536,Village
Le Dorat,1535,Village
Lézan,1535,Village
Montans,1534,Village
Moussac,1534,Village
Villeron,1534,Village
Brûlon,1533,Village
Grandcamp-Maisy,1533,Village
Scey-sur-Saône-et-Saint-Albin,1533,Village
Bouvignies,1532,Village
Cast,1532,Village
Ercé-en-Lamée,1532,Village
Lézardrieux,1532,Village
Aucamville,1531,Village
Brugheas,1531,Village
Pelousey,1531,Village
Saint-Vincent-des-Landes,1531,Village
Bayon,1530,Village
